"Tectonic UNIT" "Area" "Subarea" "Strike of Si" "Mineral" "Type"
"2147" "SEBTIDES" "Beni Bousera North" "R" 55 "Stau" "core/simple"
"2148" "SEBTIDES" "Beni Bousera North" "R" 100 "Stau" "core/simple"
"2149" "SEBTIDES" "Beni Bousera North" "R" 63 "Stau" "core/simple"
"2150" "SEBTIDES" "Beni Bousera North" "R" 56 "Stau" "core/simple"
"2151" "SEBTIDES" "Beni Bousera North" "R" 52 "Grt" "core/simple"
"2152" "SEBTIDES" "Beni Bousera North" "R" 65 "Grt" "core/simple"
"2153" "SEBTIDES" "Beni Bousera North" "R" 55 "Grt" "core/simple"
"2154" "SEBTIDES" "Beni Bousera North" "R" 58 "Grt" "core/simple"
"2155" "SEBTIDES" "Beni Bousera North" "R" 77 "Grt" "core/simple"
"2156" "SEBTIDES" "Beni Bousera North" "R" 169 "Grt" "core/simple"
"2157" "SEBTIDES" "Beni Bousera North" "R" 38 "Grt" "core/simple"
"2158" "SEBTIDES" "Beni Bousera North" "R" 64 "Grt" "core/simple"
"2159" "SEBTIDES" "Beni Bousera North" "R" 40 "Grt" "core/simple"
"2160" "SEBTIDES" "Beni Bousera North" "R" 56 "Grt" "core/simple"
"2161" "SEBTIDES" "Beni Bousera North" "R" 66 "Grt" "core/simple"
"2162" "SEBTIDES" "Beni Bousera North" "R" 44 "Grt" "core/simple"
"2163" "SEBTIDES" "Beni Bousera North" "R" 55 "Grt" "core/simple"
"2164" "SEBTIDES" "Beni Bousera North" "R" 88 "Grt" "core/simple"
"2165" "SEBTIDES" "Beni Bousera North" "R" 66 "Grt" "core/simple"
"2166" "SEBTIDES" "Beni Bousera North" "R" 82 "Grt" "core/simple"
"2167" "SEBTIDES" "Beni Bousera North" "R" 87 "Grt" "core/simple"
"2168" "SEBTIDES" "Beni Bousera North" "R" 85 "Grt" "core/simple"
"2169" "SEBTIDES" "Beni Bousera North" "R" 125 "Grt" "core/simple"
"2170" "SEBTIDES" "Beni Bousera North" "R" 87 "Grt" "core/simple"
"2171" "SEBTIDES" "Beni Bousera North" "R" 93 "Grt" "core/simple"
"2172" "SEBTIDES" "Beni Bousera North" "R" 62 "Grt" "core/simple"
"2173" "SEBTIDES" "Beni Bousera North" "R" 61 "Grt" "core/simple"
"2174" "SEBTIDES" "Beni Bousera North" "S" 70 "Grt" "core/simple"
"2175" "SEBTIDES" "Beni Bousera North" "S" 90 "Grt" "core/simple"
"2176" "SEBTIDES" "Beni Bousera North" "S" 72 "Grt" "core/simple"
"2177" "SEBTIDES" "Beni Bousera North" "S" 117 "Stau" "core/simple"
"2178" "SEBTIDES" "Beni Bousera North" "S" 72 "Stau" "core/simple"
"2179" "SEBTIDES" "Beni Bousera North" "S" 70 "Stau" "core/simple"
"2180" "SEBTIDES" "Beni Bousera North" "S" 23 "Stau" "core/simple"
"2181" "SEBTIDES" "Beni Bousera North" "S" 75 "Stau" "core/simple"
"2182" "SEBTIDES" "Beni Bousera North" "S" 67 "Stau" "core/simple"
"2183" "SEBTIDES" "Beni Bousera North" "S" 64 "Stau" "core/simple"
"2184" "SEBTIDES" "Beni Bousera North" "Q" 82 "Grt" "core/simple"
"2185" "SEBTIDES" "Beni Bousera North" "Q" 109 "Grt" "core/simple"
"2186" "SEBTIDES" "Beni Bousera North" "Q" 102 "Grt" "core/simple"
"2187" "SEBTIDES" "Beni Bousera North" "Q" 108 "Grt" "core/simple"
"2188" "SEBTIDES" "Beni Bousera North" "Q" 79 "Grt" "core/simple"
"2189" "SEBTIDES" "Beni Bousera North" "Q" 98 "Grt" "core/simple"
"2190" "SEBTIDES" "Beni Bousera North" "Q" 102 "Grt" "core/simple"
"2191" "SEBTIDES" "Beni Bousera North" "Q" 104 "Grt" "core/simple"
"2192" "SEBTIDES" "Beni Bousera North" "Q" 95 "Grt" "core/simple"
"2193" "SEBTIDES" "Beni Bousera North" "Q" 130 "Grt" "core/simple"
"2194" "SEBTIDES" "Beni Bousera North" "Q" 77 "Grt" "core/simple"
"2195" "SEBTIDES" "Beni Bousera North" "Q" 120 "Grt" "core/simple"
"2196" "SEBTIDES" "Beni Bousera North" "Q" 125 "Grt" "core/simple"
"2197" "SEBTIDES" "Beni Bousera North" "Q" 120 "Grt" "core/simple"
"2198" "SEBTIDES" "Beni Bousera North" "Q" 100 "Grt" "core/simple"
"2199" "SEBTIDES" "Beni Bousera North" "Q" 100 "Grt" "core/simple"
"2200" "SEBTIDES" "Beni Bousera North" "Q" 90 "Grt" "core/simple"
"2201" "SEBTIDES" "Beni Bousera North" "Q" 100 "Grt" "core/simple"
"2202" "SEBTIDES" "Beni Bousera North" "Q" 125 "Grt" "core/simple"
"2203" "SEBTIDES" "Beni Bousera North" "Q" 100 "Grt" "core/simple"
"2204" "SEBTIDES" "Beni Bousera North" "Q" 100 "Grt" "core/simple"
"2205" "SEBTIDES" "Beni Bousera North" "Q" 60 "Grt" "core/simple"
"2206" "SEBTIDES" "Beni Bousera North" "Q" 70 "Grt" "core/simple"
"2207" "SEBTIDES" "Beni Bousera North" "Q" 92 "Grt" "core/simple"
"2208" "SEBTIDES" "Beni Bousera North" "Q" 104 "Grt" "core/simple"
"2209" "SEBTIDES" "Beni Bousera North" "Q" 102 "Grt" "core/simple"
"2210" "SEBTIDES" "Beni Bousera North" "Q" 106 "Grt" "core/simple"
"2211" "SEBTIDES" "Beni Bousera North" "Q" 108 "Grt" "core/simple"
"2212" "SEBTIDES" "Beni Bousera North" "Q" 75 "Grt" "core/simple"
"2213" "SEBTIDES" "Beni Bousera North" "Q" 77 "Grt" "core/simple"
"2214" "SEBTIDES" "Beni Bousera North" "Q" 78 "Grt" "core/simple"
"2215" "SEBTIDES" "Beni Bousera North" "Q" 105 "Grt" "core/simple"
"2216" "SEBTIDES" "Beni Bousera North" "Q" 94 "Grt" "core/simple"
"2217" "SEBTIDES" "Beni Bousera North" "Q" 94 "Grt" "core/simple"
"2218" "SEBTIDES" "Beni Bousera North" "Q" 111 "Grt" "core/simple"
"2219" "SEBTIDES" "Beni Bousera North" "Q" 99 "Grt" "core/simple"
"2220" "SEBTIDES" "Beni Bousera North" "Q" 107 "Grt" "core/simple"
"2221" "SEBTIDES" "Beni Bousera North" "Q" 97 "Grt" "core/simple"
"2222" "SEBTIDES" "Beni Bousera North" "Q" 99 "Grt" "core/simple"
"2223" "SEBTIDES" "Beni Bousera North" "Q" 93 "Grt" "core/simple"
"2224" "SEBTIDES" "Beni Bousera North" "Q" 67 "Grt" "core/simple"
"2225" "SEBTIDES" "Beni Bousera North" "Q" 112 "Grt" "core/simple"
"2226" "SEBTIDES" "Beni Bousera North" "Q" 105 "Grt" "core/simple"
"2227" "SEBTIDES" "Beni Bousera North" "Q" 87 "Grt" "core/simple"
"2228" "SEBTIDES" "Beni Bousera North" "Q" 75 "Grt" "core/simple"
"2229" "SEBTIDES" "Beni Bousera North" "Q" 87 "Grt" "core/simple"
"2230" "SEBTIDES" "Beni Bousera North" "Q" 89 "Grt" "core/simple"
"2231" "SEBTIDES" "Beni Bousera North" "Q" 80 "Grt" "core/simple"
"2232" "SEBTIDES" "Beni Bousera North" "Q" 82 "Grt" "core/simple"
"2233" "SEBTIDES" "Beni Bousera North" "Q" 131 "Grt" "core/simple"
"2234" "SEBTIDES" "Beni Bousera North" "Q" 103 "Grt" "core/simple"
"2235" "SEBTIDES" "Beni Bousera North" "Q" 106 "Grt" "core/simple"
"2236" "SEBTIDES" "Beni Bousera North" "Q" 70 "Grt" "core/simple"
"2237" "SEBTIDES" "Beni Bousera North" "Q" 72 "Grt" "core/simple"
"2238" "SEBTIDES" "Beni Bousera North" "Q" 69 "Grt" "core/simple"
"2239" "SEBTIDES" "Beni Bousera North" "Q" 75 "Grt" "core/simple"
"2240" "SEBTIDES" "Beni Bousera North" "Q" 115 "Grt" "core/simple"
"2241" "SEBTIDES" "Beni Bousera North" "Q" 93 "Grt" "core/simple"
"2242" "SEBTIDES" "Beni Bousera North" "Q" 63 "Grt" "core/simple"
"2243" "SEBTIDES" "Beni Bousera North" "Q" 95 "Grt" "core/simple"
"2244" "SEBTIDES" "Beni Bousera North" "Q" 101 "Grt" "core/simple"
"2245" "SEBTIDES" "Beni Bousera North" "Q" 106 "Grt" "core/simple"
"2246" "SEBTIDES" "Beni Bousera North" "Q" 106 "Grt" "core/simple"
"2247" "SEBTIDES" "Beni Bousera North" "Q" 103 "Grt" "core/simple"
"2248" "SEBTIDES" "Beni Bousera North" "Q" 86 "Grt" "core/simple"
"2249" "SEBTIDES" "Beni Bousera North" "Q" 67 "Grt" "core/simple"
"2250" "SEBTIDES" "Beni Bousera North" "Q" 67 "Grt" "core/simple"
"2251" "SEBTIDES" "Beni Bousera North" "Q" 96 "Grt" "core/simple"
"2252" "SEBTIDES" "Beni Bousera North" "Q" 96 "Grt" "core/simple"
"2253" "SEBTIDES" "Beni Bousera North" "Q" 85 "Grt" "core/simple"
"2254" "SEBTIDES" "Beni Bousera North" "Q" 78 "Plag" "core/simple"
"2255" "SEBTIDES" "Beni Bousera North" "Q" 37 "Plag" "core/simple"
"2256" "SEBTIDES" "Beni Bousera North" "Q" 89 "Plag" "core/simple"
"2257" "SEBTIDES" "Beni Bousera North" "Q" 55 "Plag" "core/simple"
"2258" "SEBTIDES" "Beni Bousera North" "Q" 42 "Plag" "core/simple"
"2259" "SEBTIDES" "Beni Bousera North" "Q" 40 "Plag" "core/simple"
"2260" "SEBTIDES" "Beni Bousera North" "Q" 48 "Plag" "core/simple"
"2261" "SEBTIDES" "Beni Bousera North" "Q" 97 "Plag" "core/simple"
"2262" "SEBTIDES" "Beni Bousera North" "Q" 96 "Plag" "core/simple"
"2263" "SEBTIDES" "Beni Bousera North" "Q" 93 "Plag" "core/simple"
"2264" "SEBTIDES" "Beni Bousera North" "Q" 166 "Plag" "core/simple"
"2265" "SEBTIDES" "Beni Bousera North" "Q" 163 "Plag" "core/simple"
"2266" "SEBTIDES" "Beni Bousera North" "Q" 165 "Plag" "Axial plane"
"2267" "SEBTIDES" "Beni Bousera North" "Q" 91 "Plag" "core/simple"
"2268" "SEBTIDES" "Beni Bousera North" "Q" 39 "Plag" "core/simple"
"2269" "SEBTIDES" "Beni Bousera North" "Q" 65 "Plag" "core/simple"
"2270" "SEBTIDES" "Beni Bousera North" "Q" 100 "Plag" "core/simple"
"2271" "SEBTIDES" "Beni Bousera North" "Q" 37 "Plag" "core/simple"
"2272" "SEBTIDES" "Beni Bousera North" "Q" 112 "Plag" "core/simple"
"2273" "SEBTIDES" "Beni Bousera North" "Q" 120 "Plag" "core/simple"
"2274" "SEBTIDES" "Beni Bousera North" "Q" 126 "Plag" "core/simple"
"2275" "SEBTIDES" "Beni Bousera North" "Q" 80 "Plag" "core/simple"
"2276" "SEBTIDES" "Beni Bousera North" "Q" 76 "Plag" "core/simple"
"2277" "SEBTIDES" "Beni Bousera North" "Q" 65 "Plag" "core/simple"
"2278" "SEBTIDES" "Beni Bousera North" "Q" 122 "Plag" "core/simple"
"2279" "SEBTIDES" "Beni Bousera North" "Q" 70 "Plag" "core/simple"
"2280" "SEBTIDES" "Beni Bousera North" "Q" 173 "Plag" "core/simple"
"2281" "SEBTIDES" "Beni Bousera North" "Q" 84 "Plag" "core/simple"
"2282" "SEBTIDES" "Beni Bousera North" "Q" 93 "Plag" "core/simple"
"2283" "SEBTIDES" "Beni Bousera North" "Q" 8 "Plag" "core/simple"
"2284" "SEBTIDES" "Beni Bousera North" "Q" 178 "Plag" "core/simple"
"2285" "SEBTIDES" "Beni Bousera North" "Q" 100 "Grt" "core/simple"
"2286" "SEBTIDES" "Beni Bousera North" "Q" 92 "Grt" "core/simple"
"2287" "SEBTIDES" "Beni Bousera North" "Q" 104 "Grt" "core/simple"
"2288" "SEBTIDES" "Beni Bousera North" "Q" 69 "Grt" "core/simple"
"2289" "SEBTIDES" "Beni Bousera North" "Q" 71 "Grt" "core/simple"
"2290" "SEBTIDES" "Beni Bousera North" "Q" 93 "Grt" "core/simple"
"2291" "SEBTIDES" "Beni Bousera North" "Q" 55 "Grt" "core/simple"
"2292" "SEBTIDES" "Beni Bousera North" "Q" 107 "Grt" "core/simple"
"2293" "SEBTIDES" "Beni Bousera North" "Q" 103 "Grt" "core/simple"
"2294" "SEBTIDES" "Beni Bousera North" "Q" 93 "Grt" "core/simple"
"2295" "SEBTIDES" "Beni Bousera North" "Q" 94 "Grt" "core/simple"
"2296" "SEBTIDES" "Beni Bousera North" "Q" 72 "Grt" "core/simple"
"2297" "SEBTIDES" "Beni Bousera North" "Q" 51 "Grt" "core/simple"
"2298" "SEBTIDES" "Beni Bousera North" "Q" 72 "Grt" "core/simple"
"2299" "SEBTIDES" "Beni Bousera North" "Q" 91 "Grt" "core/simple"
"2300" "SEBTIDES" "Beni Bousera North" "Q" 50 "Grt" "core/simple"
"2301" "SEBTIDES" "Beni Bousera North" "Q" 97 "Grt" "core/simple"
"2302" "SEBTIDES" "Beni Bousera North" "Q" 95 "Grt" "core/simple"
"2303" "SEBTIDES" "Beni Bousera North" "Q" 95 "Grt" "core/simple"
"2304" "SEBTIDES" "Beni Bousera North" "Q" 97 "Grt" "core/simple"
"2305" "SEBTIDES" "Beni Bousera North" "Q" 95 "Grt" "core/simple"
"2306" "SEBTIDES" "Beni Bousera North" "Q" 50 "Grt" "core/simple"
"2307" "SEBTIDES" "Beni Bousera North" "Q" 73 "Grt" "core/simple"
"2308" "SEBTIDES" "Beni Bousera North" "Q" 72 "Grt" "core/simple"
"2309" "SEBTIDES" "Beni Bousera North" "Q" 95 "Grt" "core/simple"
"2310" "SEBTIDES" "Beni Bousera North" "Q" 92 "Grt" "core/simple"
"2311" "SEBTIDES" "Beni Bousera North" "Q" 93 "Grt" "core/simple"
"2312" "SEBTIDES" "Beni Bousera North" "Q" 93 "Grt" "core/simple"
"2313" "ALPUJARRIDES-W" "Jubrique" "O" 90 "And" "truncation"
"2314" "ALPUJARRIDES-W" "Jubrique" "O" 117 "And" "core/simple"
"2315" "ALPUJARRIDES-W" "Jubrique" "O" 97 "And" "core/simple"
"2316" "ALPUJARRIDES-W" "Jubrique" "O" 121 "And" "Axial plane"
"2317" "ALPUJARRIDES-W" "Jubrique" "O" 37 "And" "core/simple"
"2318" "ALPUJARRIDES-W" "Jubrique" "O" 84 "And" "core/simple"
"2319" "ALPUJARRIDES-W" "Jubrique" "O" 117 "And" "core/simple"
"2320" "ALPUJARRIDES-W" "Jubrique" "O" 50 "And" "truncation"
"2321" "ALPUJARRIDES-W" "Jubrique" "O" 117 "And" "truncation"
"2322" "ALPUJARRIDES-W" "Jubrique" "O" 39 "And" "core/simple"
"2323" "ALPUJARRIDES-W" "Jubrique" "O" 99 "And" "core/simple"
"2324" "ALPUJARRIDES-W" "Jubrique" "O" 86 "And" "core/simple"
"2325" "ALPUJARRIDES-W" "Jubrique" "O" 43 "And" "truncation"
"2326" "ALPUJARRIDES-W" "Jubrique" "O" 129 "And" "core/simple"
"2327" "ALPUJARRIDES-W" "Jubrique" "O" 14 "And" "Axial plane"
"2328" "ALPUJARRIDES-W" "Jubrique" "O" 7 "And" "truncation"
"2329" "ALPUJARRIDES-W" "Jubrique" "O" 102 "And" "core/simple"
"2330" "ALPUJARRIDES-W" "Jubrique" "O" 118 "And" "core/simple"
"2331" "ALPUJARRIDES-W" "Jubrique" "O" 93 "And" "core/simple"
"2332" "ALPUJARRIDES-W" "Jubrique" "O" 110 "And" "core/simple"
"2333" "ALPUJARRIDES-W" "Jubrique" "O" 146 "And" "core/simple"
"2334" "ALPUJARRIDES-W" "Jubrique" "O" 65 "And" "core/simple"
"2335" "ALPUJARRIDES-W" "Jubrique" "O" 161 "And" "core/simple"
"2336" "ALPUJARRIDES-W" "Jubrique" "O" 90 "And" "core/simple"
"2337" "ALPUJARRIDES-W" "Jubrique" "O" 75 "And" "core/simple"
"2338" "ALPUJARRIDES-W" "Jubrique" "O" 45 "And" "truncation"
"2339" "ALPUJARRIDES-W" "Jubrique" "O" 130 "And" "core/simple"
"2340" "ALPUJARRIDES-W" "Jubrique" "O" 89 "And" "core/simple"
"2341" "ALPUJARRIDES-W" "Jubrique" "O" 59 "And" "core/simple"
"2342" "ALPUJARRIDES-W" "Jubrique" "O" 45 "And" "Axial plane"
"2343" "ALPUJARRIDES-W" "Jubrique" "O" 66 "And" "core/simple"
"2344" "ALPUJARRIDES-W" "Jubrique" "O" 0 "And" "Axial plane"
"2345" "ALPUJARRIDES-W" "Jubrique" "O" 115 "And" "core/simple"
"2346" "ALPUJARRIDES-W" "Jubrique" "O" 107 "And" "core/simple"
"2347" "ALPUJARRIDES-W" "Jubrique" "O" 109 "And" "core/simple"
"2348" "ALPUJARRIDES-W" "Jubrique" "O" 103 "And" "core/simple"
"2349" "ALPUJARRIDES-W" "Jubrique" "O" 168 "And" "core/simple"
"2350" "ALPUJARRIDES-W" "Jubrique" "O" 2 "And" "core/simple"
"2351" "ALPUJARRIDES-W" "Jubrique" "O" 71 "And" "Axial plane"
"2352" "ALPUJARRIDES-W" "Jubrique" "O" 25 "And" "core/simple"
"2353" "ALPUJARRIDES-W" "Jubrique" "O" 28 "And" "core/simple"
"2354" "ALPUJARRIDES-W" "Jubrique" "O" 102 "And" "core/simple"
"2355" "ALPUJARRIDES-W" "Jubrique" "O" 86 "And" "core/simple"
"2356" "ALPUJARRIDES-W" "Jubrique" "O" 93 "And" "core/simple"
"2357" "ALPUJARRIDES-W" "Jubrique" "O" 124 "And" "core/simple"
"2358" "ALPUJARRIDES-W" "Jubrique" "O" 150 "And" "core/simple"
"2359" "ALPUJARRIDES-W" "Jubrique" "O" 67 "And" "core/simple"
"2360" "ALPUJARRIDES-W" "Jubrique" "O" 25 "And" "Axial plane"
"2361" "ALPUJARRIDES-W" "Jubrique" "O" 30 "And" "truncation"
"2362" "ALPUJARRIDES-W" "Jubrique" "O" 56 "And" "core/simple"
"2363" "ALPUJARRIDES-W" "Jubrique" "O" 16 "And" "Axial plane"
"2364" "ALPUJARRIDES-W" "Jubrique" "O" 62 "And" "core/simple"
"2365" "ALPUJARRIDES-W" "Jubrique" "O" 35 "And" "core/simple"
"2366" "ALPUJARRIDES-W" "Jubrique" "O" 28 "And" "Axial plane"
"2367" "ALPUJARRIDES-W" "Jubrique" "O" 29 "And" "Axial plane"
"2368" "ALPUJARRIDES-W" "Jubrique" "O" 16 "And" "Axial plane"
"2369" "ALPUJARRIDES-W" "Jubrique" "O" 50 "Grt" "core/simple"
"2370" "ALPUJARRIDES-W" "Jubrique" "O" 20 "Grt" "core/simple"
"2371" "ALPUJARRIDES-W" "Jubrique" "O" 119 "Grt" "core/simple"
"2372" "ALPUJARRIDES-W" "Jubrique" "O" 80 "Grt" "core/simple"
"2373" "ALPUJARRIDES-W" "Jubrique" "O" 75 "Grt" "core/simple"
"2374" "ALPUJARRIDES-W" "Jubrique" "O" 72 "Grt" "truncation"
"2375" "ALPUJARRIDES-W" "Jubrique" "O" 69 "Grt" "core/simple"
"2376" "ALPUJARRIDES-W" "Jubrique" "O" 95 "Grt" "core/simple"
"2377" "ALPUJARRIDES-W" "Jubrique" "O" 76 "Grt" "core/simple"
"2378" "ALPUJARRIDES-W" "Jubrique" "O" 105 "Grt" "core/simple"
"2379" "ALPUJARRIDES-W" "Jubrique" "O" 25 "Grt" "truncation"
"2380" "ALPUJARRIDES-W" "Jubrique" "O" 94 "Grt" "core/simple"
"2381" "ALPUJARRIDES-W" "Jubrique" "O" 175 "And" "core/simple"
"2382" "ALPUJARRIDES-W" "Jubrique" "O" 1 "And" "core/simple"
"2383" "ALPUJARRIDES-W" "Jubrique" "O" 165 "And" "core/simple"
"2384" "ALPUJARRIDES-W" "Jubrique" "O" 15 "And" "core/simple"
"2385" "ALPUJARRIDES-W" "Jubrique" "O" 29 "Grt" "truncation"
"2386" "ALPUJARRIDES-W" "Jubrique" "O" 57 "Stau" "Axial plane"
"2387" "ALPUJARRIDES-W" "Jubrique" "O" 14 "Stau" "core/simple"
"2388" "ALPUJARRIDES-W" "Jubrique" "O" 30 "Stau" "core/simple"
"2389" "ALPUJARRIDES-W" "Jubrique" "O" 176 "Stau" "core/simple"
"2390" "ALPUJARRIDES-W" "Jubrique" "O" 157 "Stau" "core/simple"
"2391" "ALPUJARRIDES-W" "Jubrique" "O" 83 "Stau" "core/simple"
"2392" "ALPUJARRIDES-W" "Jubrique" "O" 30 "Stau" "core/simple"
"2393" "ALPUJARRIDES-W" "Jubrique" "O" 5 "Stau" "core/simple"
"2394" "ALPUJARRIDES-W" "Jubrique" "O" 12 "Stau" "core/simple"
"2395" "ALPUJARRIDES-W" "Jubrique" "O" 24 "Stau" "core/simple"
"2396" "ALPUJARRIDES-W" "Jubrique" "O" 17 "Stau" "core/simple"
"2397" "ALPUJARRIDES-W" "Jubrique" "O" 174 "Stau" "core/simple"
"2398" "ALPUJARRIDES-W" "Jubrique" "O" 146 "Stau" "truncation"
"2399" "ALPUJARRIDES-W" "Jubrique" "O" 14 "Stau" "core/simple"
"2400" "ALPUJARRIDES-W" "Jubrique" "O" 16 "Stau" "core/simple"
"2401" "ALPUJARRIDES-W" "Jubrique" "O" 17 "Stau" "core/simple"
"2402" "ALPUJARRIDES-W" "Jubrique" "O" 14 "Stau" "core/simple"
"2403" "ALPUJARRIDES-W" "Jubrique" "O" 13 "Stau" "core/simple"
"2404" "ALPUJARRIDES-W" "Jubrique" "O" 13 "Stau" "core/simple"
"2405" "ALPUJARRIDES-W" "Jubrique" "O" 25 "Stau" "core/simple"
"2406" "ALPUJARRIDES-W" "Jubrique" "O" 29 "Stau" "core/simple"
"2407" "ALPUJARRIDES-W" "Jubrique" "O" 5 "Stau" "core/simple"
"2408" "ALPUJARRIDES-W" "Jubrique" "O" 4 "Stau" "core/simple"
"2409" "ALPUJARRIDES-W" "Jubrique" "O" 162 "Stau" "core/simple"
"2410" "ALPUJARRIDES-W" "Jubrique" "O" 177 "Stau" "core/simple"
"2411" "ALPUJARRIDES-W" "Jubrique" "O" 142 "Stau" "core/simple"
"2412" "ALPUJARRIDES-W" "Jubrique" "O" 61 "Stau" "core/simple"
"2413" "ALPUJARRIDES-W" "Jubrique" "O" 48 "Stau" "core/simple"
"2414" "ALPUJARRIDES-W" "Jubrique" "O" 155 "Stau" "core/simple"
"2415" "SEBTIDES" "Beni Bousera South" "S" 118 "Grt" "core/simple"
"2416" "SEBTIDES" "Beni Bousera South" "S" 150 "Grt" "core/simple"
"2417" "SEBTIDES" "Beni Bousera South" "S" 155 "Grt" "core/simple"
"2418" "SEBTIDES" "Beni Bousera South" "S" 29 "Grt" "core/simple"
"2419" "SEBTIDES" "Beni Bousera South" "S" 43 "Grt" "core/simple"
"2420" "SEBTIDES" "Beni Bousera South" "S" 41 "Grt" "core/simple"
"2421" "SEBTIDES" "Beni Bousera South" "S" 27 "Grt" "core/simple"
"2422" "SEBTIDES" "Beni Bousera South" "S" 60 "Grt" "core/simple"
"2423" "SEBTIDES" "Beni Bousera South" "S" 11 "Grt" "core/simple"
"2424" "SEBTIDES" "Beni Bousera South" "S" 156 "Grt" "core/simple"
"2425" "SEBTIDES" "Beni Bousera South" "S" 169 "Grt" "truncation"
"2426" "SEBTIDES" "Beni Bousera South" "S" 169 "Grt" "truncation"
"2427" "SEBTIDES" "Beni Bousera South" "S" 177 "Grt" "truncation"
"2428" "SEBTIDES" "Beni Bousera South" "S" 32 "Grt" "truncation"
"2429" "SEBTIDES" "Beni Bousera South" "S" 127 "Grt" "core/simple"
"2430" "SEBTIDES" "Beni Bousera South" "S" 167 "Grt" "core/simple"
"2431" "SEBTIDES" "Beni Bousera South" "S" 163 "Grt" "core/simple"
"2432" "SEBTIDES" "Beni Bousera South" "S" 174 "Grt" "core/simple"
"2433" "SEBTIDES" "Beni Bousera South" "S" 173 "Grt" "core/simple"
"2434" "SEBTIDES" "Beni Bousera South" "S" 15 "Grt" "core/simple"
"2435" "SEBTIDES" "Beni Bousera South" "S" 31 "Grt" "core/simple"
"2436" "SEBTIDES" "Beni Bousera South" "S" 42 "Plag" "core/simple"
"2437" "SEBTIDES" "Beni Bousera South" "S" 36 "Plag" "core/simple"
"2438" "SEBTIDES" "Beni Bousera South" "S" 71 "Plag" "core/simple"
"2439" "SEBTIDES" "Beni Bousera South" "S" 169 "Plag" "core/simple"
"2440" "SEBTIDES" "Beni Bousera South" "S" 159 "Plag" "core/simple"
"2441" "SEBTIDES" "Beni Bousera South" "S" 43 "Grt" "core/simple"
"2442" "SEBTIDES" "Beni Bousera South" "S" 45 "Grt" "core/simple"
"2443" "SEBTIDES" "Beni Bousera South" "S" 39 "Grt" "core/simple"
"2444" "SEBTIDES" "Beni Bousera South" "S" 28 "Grt" "core/simple"
"2445" "SEBTIDES" "Beni Bousera South" "S" 126 "Plag" "core/simple"
"2446" "SEBTIDES" "Beni Bousera South" "S" 12 "Grt" "core/simple"
"2447" "SEBTIDES" "Beni Bousera South" "S" 127 "Plag" "core/simple"
"2448" "SEBTIDES" "Beni Bousera South" "S" 76 "Grt" "core/simple"
"2449" "SEBTIDES" "Beni Bousera South" "S" 47 "Grt" "core/simple"
"2450" "SEBTIDES" "Beni Bousera South" "S" 37 "Grt" "core/simple"
"2451" "SEBTIDES" "Beni Bousera South" "S" 136 "Grt" "core/simple"
"2452" "SEBTIDES" "Beni Bousera South" "S" 128 "Grt" "core/simple"
"2453" "SEBTIDES" "Beni Bousera South" "S" 163 "Grt" "core/simple"
"2454" "SEBTIDES" "Beni Bousera South" "S" 30 "Grt" "core/simple"
"2455" "SEBTIDES" "Beni Bousera South" "S" 14 "Grt" "core/simple"
"2456" "SEBTIDES" "Beni Bousera South" "S" 98 "Grt" "truncation"
"2457" "SEBTIDES" "Beni Bousera South" "S" 140 "Grt" "core/simple"
"2458" "SEBTIDES" "Beni Bousera South" "S" 106 "Grt" "core/simple"
"2459" "SEBTIDES" "Beni Bousera South" "S" 132 "Grt" "core/simple"
"2460" "SEBTIDES" "Beni Bousera South" "S" 16 "Grt" "core/simple"
"2461" "SEBTIDES" "Beni Bousera South" "S" 105 "Grt" "core/simple"
"2462" "SEBTIDES" "Beni Bousera South" "S" 110 "Grt" "core/simple"
"2463" "SEBTIDES" "Beni Bousera South" "S" 81 "Grt" "core/simple"
"2464" "SEBTIDES" "Beni Bousera South" "S" 96 "Grt" "core/simple"
"2465" "SEBTIDES" "Beni Bousera South" "S" 126 "Grt" "core/simple"
"2466" "SEBTIDES" "Beni Bousera South" "S" 94 "Grt" "core/simple"
"2467" "SEBTIDES" "Beni Bousera South" "S" 118 "Grt" "core/simple"
"2468" "SEBTIDES" "Beni Bousera South" "S" 4 "Grt" "core/simple"
"2469" "SEBTIDES" "Beni Bousera South" "S" 112 "Grt" "core/simple"
"2470" "SEBTIDES" "Beni Bousera South" "S" 82 "Grt" "core/simple"
"2471" "SEBTIDES" "Beni Bousera South" "S" 4 "Grt" "Axial plane"
"2472" "SEBTIDES" "Beni Bousera South" "S" 71 "Grt" "core/simple"
"2473" "SEBTIDES" "Beni Bousera South" "S" 64 "Grt" "core/simple"
"2474" "SEBTIDES" "Beni Bousera South" "S" 33 "Grt" "core/simple"
"2475" "SEBTIDES" "Beni Bousera South" "S" 58 "Plag" "core/simple"
"2476" "SEBTIDES" "Beni Bousera South" "S" 54 "Plag" "core/simple"
"2477" "SEBTIDES" "Beni Bousera South" "S" 84 "Plag" "core/simple"
"2478" "SEBTIDES" "Beni Bousera North" "R" 150 "Grt" "core/simple"
"2479" "SEBTIDES" "Beni Bousera North" "R" 35 "Grt" "core/simple"
"2480" "SEBTIDES" "Beni Bousera North" "R" 30 "Grt" "core/simple"
"2481" "SEBTIDES" "Beni Bousera North" "R" 50 "Grt" "core/simple"
